Title,ID,Date of release,Genre,Cast,Crew-writers,Crew-director,Plot summary,IMDB Rating,IMDB Votes
Once Upon a Time in Mumbaai,tt1395054,30 Jul 2010,"Action, Crime, Drama","Ajay Devgn, Emraan Hashmi, Kangana Ranaut","Rajat Arora, Bhrigu Brinda, Aditi Mediratta",Milan Luthria,"As a smuggler rises to power in in 1970s Mumbai, a younger gangster seeks to overthrow him and a police officer is caught in the middle.",7.4,"17,521"
Jolly LLB,tt2621000,15 Mar 2013,"Comedy, Drama","Arshad Warsi, Amrita Rao, Boman Irani",Subhash Kapoor,Subhash Kapoor,"Wanting to earn fame and fortune, a small time lawyer files a PIL for an infamous hit-and-run, and thus learns what it really is like to be a lawyer.",7.5,"19,779"
Oye Lucky! Lucky Oye!,tt1292703,28 Nov 2008,"Action, Comedy, Crime","Abhay Deol, Paresh Rawal, Nitu Chandra","Dibakar Banerjee, Urmi Juvekar, Manu Rishi Chadha",Dibakar Banerjee,"Lovinder Singh, a thief now in custody and facing trial, reflects on his life of crime while the press reflect on how he managed to get away with so much before being arrested.",7.7,"17,451"
Ek Villain,tt11947158,29 Jul 2022,"Action, Thriller","Disha Patani, Sanjay Dutt, Tara Sutaria","Aseem Arrora, Kanika Dhillon",Mohit Suri,Plot unknown.,N/A,N/A
Bareilly Ki Barfi,tt6967980,18 Aug 2017,"Comedy, Romance","Ayushmann Khurrana, Kriti Sanon, Rajkummar Rao","Bareilly Ki Barfi, Shreyas Jain, Nitesh Tiwari",Ashwiny Iyer Tiwari,"Set in the small-town of Bareilly, Bitti is a free-spirited young girl who lives life on her own terms and refuses to be pressured into getting married. Her life takes a shift when she meets Chirag Dubey and Pritam Vidrohi.",7.5,"23,121"
Iqbal,tt0453729,20 Jan 2006,"Drama, Sport","Shreyas Talpade, Naseeruddin Shah, Shweta Basu Prasad","Nagesh Kukunoor, Vipul K. Rawal",Nagesh Kukunoor,"Iqbal, the deaf and mute son of a farmer, has a passion for the game of cricket and seeks the tutelage of a washed-up, alcoholic ex-player.",8.1,"16,852"
Sarkar,tt7715202,06 Nov 2018,"Action, Drama","Thalapathy Vijay, Keerthy Suresh, Yogi Babu","Jayamohan, A.R. Murugadoss, Thirukumaran",A.R. Murugadoss,"An NRI businessman learns his vote has been cast by someone else and decides to investigate the matter, eventually finding himself pitted against two corrupt politicians.",6.8,"19,146"
Detective Byomkesh Bakshy!,tt3447364,03 Apr 2015,"Action, Crime, Drama","Sushant Singh Rajput, Anand Tiwari, Neeraj Kabi","Urmi Juvekar, Dibakar Banerjee, Saradindu Bandopadhyay",Dibakar Banerjee,"While investigating the disappearance of a chemist, a detective uncovers a larger conspiracy to unsettle Calcutta.",7.6,"22,913"
Race 2,tt1375789,25 Jan 2013,"Action, Crime, Thriller","Saif Ali Khan, Anil Kapoor, John Abraham","Kiran Kotrial, Shiraz Ahmed","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",Ranvir treads through the world of the Indian mafia in Turkey as he looks to avenge the death of his lover and partner in crime.,5.3,"16,329"
Gangaajal,tt0373856,29 Aug 2003,"Action, Crime, Drama","Ajay Devgn, Gracy Singh, Mohan Joshi",Prakash Jha,Prakash Jha,"An IPS officer motivates and leads a dysfunctional, corrupt police force of Tezpur to fight against the corrupt politician.",7.8,"17,059"
Baghban,tt0337578,03 Oct 2003,"Drama, Romance","Amitabh Bachchan, Hema Malini, Salman Khan","Shafiq Ansari, Satish Bhatnagar, B.R. Chopra",Ravi Chopra,"An elderly couple wish their children to care for them in their old age. But their children see and treat them as a burden, and they must struggle to regain their worth and dignity to themselves and others.",7.4,"16,237"
Khakee,tt0347332,23 Jan 2004,"Action, Crime, Drama","Amitabh Bachchan, Akshay Kumar, Ajay Devgn","Shridhar Raghavan, Rajkumar Santoshi",Rajkumar Santoshi,A team of police force escorts an alleged terrorist from Chandangarh to Mumbai. However their trip turns into a deadly survival when an ex-cop tries to stop them to reach Mumbai.,7.4,"15,772"
Band Baaja Baaraat,tt1610452,10 Dec 2010,"Comedy, Drama, Romance","Ranveer Singh, Anushka Sharma, Ranjit Batra","Amitabh Bhattacharya, Habib Faisal, Maneesh Sharma",Maneesh Sharma,"Shruti and Bittoo become partners in their very own ""Wedding planning ka bijness"" in Delhi and in the process discover friendship, love and one another.",7.2,"16,678"
Dabangg 2,tt2112131,21 Dec 2012,"Action, Comedy, Crime","Salman Khan, Sonakshi Sinha, Prakash Raj",Dilip Shukla,Arbaaz Khan,Chulbul Pandey invites a fresh trouble when he kills the brother of a notorious politician and the former swears to wreak havoc in his life.,4.8,"18,513"
Super 30,tt7485048,12 Jul 2019,"Biography, Drama","Hrithik Roshan, Mrunal Thakur, Nandish Singh Sandhu",Sanjeev Dutta,Vikas Bahl,Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,7.9,"30,040"
Phir Hera Pheri,tt0419058,09 Jun 2006,"Comedy, Crime","Akshay Kumar, Suniel Shetty, Paresh Rawal",Neeraj Vora,Neeraj Vora,"Baburao, Raju and Shyam are living happily after having risen from rags to riches. Still, money brings the joy of riches and with it the greed to make more money. And so, with a don as an unknowing investor, Raju initiates a new game",7.1,"22,425"
Lootera,tt2224317,05 Jul 2013,"Drama, Romance","Ranveer Singh, Sonakshi Sinha, Barun Chanda","O. Henry, Bhavani Iyer, Anurag Kashyap",Vikramaditya Motwane,"An aristocrat's daughter falls in love with a visiting archaeologist, but he holds a secret that could drive them apart.",7.3,"15,533"
Newton,tt6484982,22 Sep 2017,"Comedy, Drama","Rajkummar Rao, Pankaj Tripathi, Anjali Patil","Amit Masurkar, Mayank Tewari",Amit Masurkar,A government clerk on election duty in the conflict ridden jungle of Central India tries his best to conduct free and fair voting despite the apathy of security forces and the looming fear of guerrilla attacks by communist rebels.,7.6,"19,720"
Love Aaj Kal,tt1275863,31 Jul 2009,"Comedy, Drama, Romance","Saif Ali Khan, Deepika Padukone, Rishi Kapoor",Imtiaz Ali,Imtiaz Ali,An old-fashioned romantic tells his personal love story to a modern man who has just broken up with his girlfriend. Has love really ever changed?,6.8,"15,959"
Chalte Chalte,tt0346723,13 Jun 2003,"Drama, Romance","Shah Rukh Khan, Rani Mukerji, Jas Arora","Aziz Mirza, Robin Bhatt, Pramod Sharma",Aziz Mirza,A man pursues a woman who is already engaged and eventually gets married to her. Differences between the two lead to a bitter separation that threatens to destroy their relationship forever.,6.5,"15,397"
Golmaal: Fun Unlimited,tt0495034,14 Jul 2006,"Action, Comedy, Drama","Ajay Devgn, Arshad Warsi, Sharman Joshi",Neeraj Vora,Rohit Shetty,Four runaway crooks take shelter in a bungalow which is owned by a blind couple.,7.4,"16,941"
Shahid,tt2181831,18 Oct 2013,"Biography, Drama","Rajkummar Rao, Prabhleen Sandhu, Mohd. Zeeshan Ayyub","Sameer Gautam Singh, Apurva Asrani, Hansal Mehta",Hansal Mehta,"The account of Human Rights lawyer Shahid Azmi, an ordinary citizen with an extraordinary commitment to justice.",8.2,"16,478"
Company,tt0296574,15 Apr 2002,"Action, Crime, Drama","Ajay Devgn, Mohanlal, Manisha Koirala","H. Banerjee, Jaideep Sahni",Ram Gopal Varma,"A small-time gangster named Chandu teams up with Malik, a low-level enforcer for a criminal syndicate. Together they eliminate all their enemies, becoming the most feared gangsters in Mumbai.",8.0,"15,367"
The Legend of Bhagat Singh,tt0319736,07 Jun 2002,"Action, Biography, Drama","Ajay Devgn, Sushant Singh, D. Santosh","Ranjit Kapoor, Piyush Mishra, Anjum Rajabali",Rajkumar Santoshi,The story of a young revolutionary who raised an armed resistance against the British rule in India.,8.2,"16,251"
Article 15,tt10324144,28 Jun 2019,"Crime, Drama, Mystery","Ayushmann Khurrana, Nassar, Manoj Pahwa","Anubhav Sinha, Gaurav Solanki",Anubhav Sinha,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",8.2,"32,702"
Student of the Year,tt2172071,19 Oct 2012,"Comedy, Drama, Music","Alia Bhatt, Sidharth Malhotra, Varun Dhawan","Renzil D'Silva, Niranjan Iyengar, Karan Johar",Karan Johar,Several alumni reminisce about their final year at St. Theresa's College and the events that shaped their lives.,5.2,"17,849"
Singh Is Kinng,tt2172071,19 Oct 2012,"Comedy, Drama, Music","Alia Bhatt, Sidharth Malhotra, Varun Dhawan","Renzil D'Silva, Niranjan Iyengar, Karan Johar",Karan Johar,Several alumni reminisce about their final year at St. Theresa's College and the events that shaped their lives.,5.2,"17,849"
Singham,tt1948150,22 Jul 2011,"Action, Crime, Drama","Ajay Devgn, Prakash Raj, Sudhanshu Pandey","Hari, Yunus Sajawal, Sajid",Rohit Shetty,A truly honest police officer is transferred to a town controlled by a gangster he has humiliated. The gangster believes he can use good power to bring down this officer who made him look foolish and weak.,6.8,"16,591"
Raid,tt7363076,16 Mar 2018,"Action, Crime, Drama","Ajay Devgn, Ileana D'Cruz, Amit Bimrot","Nischay Kutt, Imran Manzoor, Ritesh Shah",Raj Kumar Gupta,A fearless income tax officer raids the mansion of the most powerful man in Lucknow after someone mysteriously draws his attention towards the evidence.,7.4,"17,309"
Dil Dhadakne Do,tt4110568,05 Jun 2015,"Comedy, Drama, Romance","Anil Kapoor, Shefali Shah, Priyanka Chopra Jonas","Zoya Akhtar, Reema Kagti, Javed Akhtar",Zoya Akhtar,The Mehra family must contemplate over their way of living and their love lives while on a cruise celebrating their 30th wedding anniversary.,7.0,"17,418"
Pyaar Ka Punchnama 2,tt4430136,16 Oct 2015,"Comedy, Drama, Romance","Kartik Aaryan, Omkar Kapoor, Sunny Singh Nijjar","Luv Ranjan, Rahul Mody, Tarun Jain",Luv Ranjan,"After falling in love, three roommates experience changes in their lives.",7.3,"15,082"
Tubelight,tt5882970,23 Jun 2017,"Drama, War","Salman Khan, Sohail Khan, Om Puri","Kabir Khan, Parveez Sheikh, Manu Rishi Chadha",Kabir Khan,"A story of two brothers set during the Sino-Indian war, 1962: the younger one who's at war at the borders and the elder who's at war with his own world.",3.9,"20,068"
Dostana,tt1185420,14 Nov 2008,"Comedy, Drama, Romance","Abhishek Bachchan, John Abraham, Priyanka Chopra Jonas","Anvita Dutt, Tarun Mansukhani",Tarun Mansukhani,"Two straight guys pretend to be gay in order to secure a Miami apartment. When both of them fall for their roommate Neha, hilarity ensues as they strive to convince one and all that they're gay whilst secretly trying to win her he...",6.5,"15,003"
Pardes,tt0119861,08 Dec 1997,"Drama, Musical, Romance","Shah Rukh Khan, Mahima Chaudhry, Amrish Puri","Subhash Ghai, Neeraj Pathak, Javed Siddiqui",Subhash Ghai,"Kishorilal wants an Indian bride for his westernised son. He gets him engaged to Ganga, his friend's daughter, and brings her to USA. But she shares a deeper bond with Arjun, Kishorilal's foster son.",7.1,"14,674"
Gulaal,tt1261047,13 Mar 2009,"Crime, Drama, Thriller","Kay Kay Menon, Raj Singh Chaudhary, Raja Chaudhary","Raj Singh Chaudhary, Anurag Kashyap, Aparnaa Malhotra",Anurag Kashyap,"A law student witnesses deception, homicide, and crime after being elected as General Secretary of his college.",8.0,"14,880"
Mr. India,tt0093578,25 May 1987,"Action, Comedy, Drama","Anil Kapoor, Sridevi, Amrish Puri","Javed Akhtar, Salim Khan",Shekhar Kapur,"A poor but big-hearted man takes orphans into his home. After discovering his scientist father's invisibility device, he rises to the occasion and fights to save his children and all of India from the clutches of a megalomaniac.",7.8,"15,245"
Student of the Year 2,tt7255568,10 May 2019,"Action, Comedy, Drama","Tiger Shroff, Ananya Pandey, Tara Sutaria","Arshad Syed, Karan Johar",Punit Malhotra,"A student must face off against bullies and overcome hurdles, both academic and romantic, to win his college's coveted Student of the Year trophy.",2.1,"21,262"
Hasee Toh Phasee,tt3173910,07 Feb 2014,"Comedy, Romance","Sidharth Malhotra, Parineeti Chopra, Adah Sharma","Harshavardhan Kulkarni, Anurag Kashyap, Purva Naresh",Vinil Mathew,"Nikhil is re-introduced to Meeta nearly ten years after their first meeting. Now, as Nikhil has one week to prove himself worth enough to marry Meeta's sister Karishma, the old acquaintances become quite close to each other.",6.8,"14,998"
AÅ›oka,tt3173910,07 Feb 2014,"Comedy, Romance","Sidharth Malhotra, Parineeti Chopra, Adah Sharma","Harshavardhan Kulkarni, Anurag Kashyap, Purva Naresh",Vinil Mathew,"Nikhil is re-introduced to Meeta nearly ten years after their first meeting. Now, as Nikhil has one week to prove himself worth enough to marry Meeta's sister Karishma, the old acquaintances become quite close to each other.",6.8,"14,998"
Kaho Naa... Pyaar Hai,tt0234000,14 Jan 2000,"Action, Musical, Romance","Hrithik Roshan, Ameesha Patel, Anupam Kher","Rakesh Roshan, Sagar Sarhadi, Honey Irani",Rakesh Roshan,A young girl meets the doppelganger of her deceased boyfriend and now has a chance to find the people who have murdered him.,6.9,"15,096"
Nayak,tt8188914,30 Nov 2001,"Drama, Romance","Jatin Bora, Ravi Sharma, Zerifa Wahid",Munin Barua,Munin Barua,N/A,5.5,24
Cocktail,tt0094889,29 Jul 1988,"Comedy, Drama, Romance","Tom Cruise, Bryan Brown, Elisabeth Shue",Heywood Gould,Roger Donaldson,A talented New York City bartender takes a job at a bar in Jamaica and falls in love.,5.9,"84,236"
Garam Masala,tt0453671,03 Nov 2005,"Comedy, Romance","Akshay Kumar, John Abraham, Paresh Rawal","Priyadarshan, Neeraj Vora, Jay Master",Priyadarshan,A rib tickling tale of two flirts who constantly flirt with women despite one of them being engaged. Chaos ensues when the fiancé finds out that her to-be groom is cheating on her.,6.7,"15,578"
Mujhse Shaadi Karogi,tt0418362,30 Jul 2004,"Comedy, Romance","Salman Khan, Akshay Kumar, Priyanka Chopra Jonas","Anees Bazmee, Rumi Jaffery",David Dhawan,"Sameer, fast at losing his temper is re-located to Goa where he falls in love with Rani. But Sameer's new roommate Sunny, has some plans of his own.",6.7,"15,315"
Hum Tum,tt0378072,28 May 2004,"Comedy, Drama, Romance","Saif Ali Khan, Rani Mukerji, Kirron Kher","Siddharth Anand, Kunal Kohli",Kunal Kohli,A novel look at the eternal battle of the sexes and the trials and tribulations of Karan and Rhea and their attempts to understand each other.,7.0,"14,154"
Housefull 2,tt1980986,05 Apr 2012,"Action, Comedy, Drama","Akshay Kumar, John Abraham, Asin Thottumkal","Tushar Hiranandani, Sajid Khan, Sajid Nadiadwala",Sajid Khan,A comedy of errors wherein four men help each other to fool their prospective father-in-laws creating a cascade of confusion and mayhem.,5.3,"14,506"
Mulk,tt7618184,03 Aug 2018,Drama,"Taapsee Pannu, Prateik Babbar, Rishi Kapoor",Anubhav Sinha,Anubhav Sinha,One family member tries to help her own family which are trapped in a dark controversy.,7.4,"21,485"
Tanu Weds Manu,tt1694542,25 Feb 2011,"Comedy, Drama, Romance","Madhavan, Kangana Ranaut, Jimmy Shergill",Himanshu Sharma,Aanand L. Rai,"Manu comes to India to find a bride and falls for Tanu at first sight, but free-spirited Tanu has no plan to marry him.",6.7,"15,542"
Desi Boyz,tt1985981,25 Nov 2011,"Comedy, Drama, Romance","Akshay Kumar, John Abraham, Deepika Padukone","Rohit Dhawan, Renuka Kunzru, Milap Zaveri",Rohit Dhawan,"Two friends lose their jobs, then part bitterly after they get exposed as male strippers.",5.7,"13,864"
Satya,tt0195231,03 Jul 1998,"Action, Crime, Drama","J.D. Chakravarthi, Manoj Bajpayee, Urmila Matondkar","Anurag Kashyap, Saurabh Shukla, Kona Venkat",Ram Gopal Varma,An innocent man is embroiled in underworld after being falsely charged and sets out to punish the perpetrators who subjected his life to misery.,8.3,"14,907"
Saaho,tt6836936,30 Aug 2019,"Action, Thriller","Prabhas, Shraddha Kapoor, Jackie Shroff","Sujeeth, K.G.R Ashok, Abbas Dalal",Sujeeth,"An undercover cop becomes embroiled in a battle with warring criminals who want to acquire a ""black box,"" their ultimate key to a treasure.",5.0,"19,004"
Heyy Babyy,tt0806088,24 Aug 2007,"Comedy, Drama","Akshay Kumar, Fardeen Khan, Riteish Deshmukh","Sajid Khan, Milap Zaveri, Renuka Kunzru",Sajid Khan,Three bachelors who are compulsive womanizers find their lives turned upside down when a baby is left at their doorstep. The trio suspect each other of being the father.,6.0,"14,644"
Jaane Bhi Do Yaaro,tt0085743,12 Aug 1983,"Comedy, Crime, Drama","Naseeruddin Shah, Ravi Baswani, Bhakti Barve","Ranjit Kapoor, Satish Kaushik, Sudhir Mishra",Kundan Shah,"Two friends, attempting to start-up their own photo studio, come across shady dealings, corruption and murder, and must fight to bring the guilty to light.",8.3,"13,962"
Karan Arjun,tt0113526,13 Jan 1995,"Action, Drama, Fantasy","Rakhee Gulzar, Salman Khan, Shah Rukh Khan","Sachin Bhowmick, Ravi Kapoor, Anwar Khan",Rakesh Roshan,Karan and Arjun reincarnate in the different parts of the country. But the faith of their previous mother brings them together in order to avenge their death.,6.8,"14,317"
